500
9-Oct
24116,128_LQFP_PBK,2.2,327.3809524,3.75
832552,144_LQFP_PGE,76,327.3809524,3.75
32994,176_LQFP_PGF,3.01,327.3809524,3.75
59175,208_LQFP_PDV,5.4,327.3809524,3.75
1750,32_LQFP_VF,0.16,327.3809524,3.75
72575,48_LQFP_PT,6.63,327.3809524,3.75
66210,64_LQFP_PM,6.04,327.3809524,3.75
552418,80_LQFP_PN,50.43,327.3809524,3.75
2731,113_NFBGA_ZCA,0.21,148.8095238,2.5
779,128_NFBGA_ZAU,0.06,148.8095238,2.5
4000,139_NFBGA_ZCH,0.31,148.8095238,2.5
160,167_NFBGA_ZAY,0.03,148.8095238,2.5
34254,167_NFBGA_ZJA,2.67,148.8095238,2.5
8718,168_NFBGA_ZAJ,0.68,148.8095238,2.5
107499,169_NFBGA_ZWS,8.37,148.8095238,2.5
3069,196_NFBGA_ZAY,0.24,148.8095238,2.5
8315,196_NFBGA_ZCH,0.65,148.8095238,2.5
4000,209_NFBGA_ZXN,0.31,148.8095238,2.5
3111,212_NFBGA_ZAD,0.24,148.8095238,2.5
62,285_NFBGA_GVC,0.03,148.8095238,2.5
136,285_NFBGA_ZVC,0.03,148.8095238,2.5
3276,289_NFBGA_ZAV,0.26,148.8095238,2.5
7290,289_NFBGA_ZWT,0.57,148.8095238,2.5
99844,298_NFBGA_ZCE,7.77,148.8095238,2.5
132880,324_NFBGA_ZCZ,10.35,148.8095238,2.5
211,337_NFBGA_ZCE,0.03,148.8095238,2.5
78471,337_NFBGA_ZWT,6.11,148.8095238,2.5
81847,338_NFBGA_ZCE,6.37,148.8095238,2.5
1326,361_NFBGA_GWT,0.1,148.8095238,2.5
25799,361_NFBGA_ZCE,2.01,148.8095238,2.5
167427,361_NFBGA_ZWT,13.04,148.8095238,2.5
79976,491_NFBGA_ZCN,6.23,148.8095238,2.5
3076,491_NFBGA_ZDN,0.24,148.8095238,2.5
100000,72_NFBGA_ZST,7.79,148.8095238,2.5
5000,84_NFBGA_ZAR,0.39,148.8095238,2.5
743,288_OMFCBGA_ZTS,0.5,595.2380952,1.25
10080,548_OMFCBGA_ZNZ,0.5,595.2380952,1.25
48384,176_PBGA_ZJZ,3.87,357.1428571,1.25
1500,208_PBGA_ZFE,0.12,357.1428571,1.25
25623,256_PBGA_ZDH,2.05,357.1428571,1.25
32250,256_PBGA_ZFE,2.58,357.1428571,1.25
129374,256_PBGA_ZKB,10.35,357.1428571,1.25
23625,272_PBGA_GDP,1.89,357.1428571,1.25
95611,272_PBGA_ZDP,7.65,357.1428571,1.25
4750,288_PBGA_GDQ,0.38,357.1428571,1.25
13867,289_PBGA_GDY,1.11,357.1428571,1.25
5999,289_PBGA_ZDY,0.48,357.1428571,1.25
34000,324_PBGA_ZDU,2.72,357.1428571,1.25
1632,324_PBGA_ZDW,0.13,357.1428571,1.25
811,352_PBGA_ZDU,0.06,357.1428571,1.25
34654,376_PBGA_ZDU,2.77,357.1428571,1.25
8160,376_PBGA_ZDW,0.65,357.1428571,1.25
17,388_PBGA_ZDS,0.03,357.1428571,1.25
750,456_PBGA_ZXZ,0.06,357.1428571,1.25
5973,484_PBGA_ZER,0.48,357.1428571,1.25
6439,520_PBGA_ZXF,0.51,357.1428571,1.25
17916,640_PBGA_ZKK,1.43,357.1428571,1.25
8892,676_PBGA_ZED,0.71,357.1428571,1.25
18404,20_PLCC_FN,10,59.52380952,2.5
30864,44_PLCC_FN,15,59.52380952,2.5
11530,68_PLCC_FN,5,59.52380952,2.5
12000,1088_POP-FCBGA_CYL,0.92,89.28571429,3.75
13970,187_POP-FCBGA_CMR,1.07,89.28571429,3.75
48346,423_POP-FCBGA_CUS,3.72,89.28571429,3.75
25200,488_POP-FCBGA_CBT,1.94,89.28571429,3.75
399,515_POP-FCBGA_CBP,0.03,89.28571429,3.75
8680,547_POP-FCBGA_CBS,0.67,89.28571429,3.75
56760,100_QFP_PJ,10,238.0952381,1
36,132_QFP_PQ,5,238.0952381,1
346228,5_SOT_DBV,150,59.52380952,1.25
147888,6_SOT_DDC,100,59.52380952,1.25
231880,128_TQFP_PDT,100,59.52380952,2
46211,64_TQFP_PAG,25,59.52380952,2
31347,100_UBGA_ZGB,2.52,297.6190476,1.25
934,144_UBGA_GGU,0.08,297.6190476,1.25
9858,144_UBGA_ZGU,0.79,297.6190476,1.25
3255,169_UBGA_ZGU,0.26,297.6190476,1.25
7000,179_UBGA_GHH,0.56,297.6190476,1.25
16342,179_UBGA_ZHH,1.32,297.6190476,1.25
3439,196_UBGA_ZHC,0.28,297.6190476,1.25
19007,201_UBGA_ZZZ,1.53,297.6190476,1.25
6869,240_UBGA_ZGW,0.55,297.6190476,1.25
2643,257_UBGA_ZHK,0.21,297.6190476,1.25
515,288_UBGA_ZHK,0.04,297.6190476,1.25
960,289_UBGA_GZG,0.08,297.6190476,1.25
29999,289_UBGA_ZZG,2.41,297.6190476,1.25
54204,96_UBGA_ZKE,4.36,297.6190476,1.25
74999,11_UCSP_ZSU,100,14.88095238,1.5
