10
OCT-9
8160,376_PBGA_ZDW,0.13,357.1428571,5
17,388_PBGA_ZDS,0.01,357.1428571,5
750,456_PBGA_ZXZ,0.01,357.1428571,5
5973,484_PBGA_ZER,0.1,357.1428571,5
6439,520_PBGA_ZXF,0.1,357.1428571,5
17916,640_PBGA_ZKK,0.29,357.1428571,5
8892,676_PBGA_ZED,0.14,357.1428571,5
18404,20_PLCC_FN,2,59.52380952,10
30864,44_PLCC_FN,3,59.52380952,10
11530,68_PLCC_FN,1,59.52380952,10
12000,1088_POP-FCBGA_CYL,0.18,89.28571429,15
13970,187_POP-FCBGA_CMR,0.21,89.28571429,15
48346,423_POP-FCBGA_CUS,0.74,89.28571429,15
25200,488_POP-FCBGA_CBT,0.39,89.28571429,15
399,515_POP-FCBGA_CBP,0.01,89.28571429,15
8680,547_POP-FCBGA_CBS,0.13,89.28571429,15
56760,100_QFP_PJ,2,238.0952381,4
36,132_QFP_PQ,1,238.0952381,4
346228,5_SOT_DBV,30,59.52380952,5
147888,6_SOT_DDC,20,59.52380952,5
231880,128_TQFP_PDT,20,59.52380952,8
46211,64_TQFP_PAG,5,59.52380952,8
31347,100_UBGA_ZGB,0.5,297.6190476,5
934,144_UBGA_GGU,0.02,297.6190476,5
9858,144_UBGA_ZGU,0.16,297.6190476,5
3255,169_UBGA_ZGU,0.05,297.6190476,5
7000,179_UBGA_GHH,0.11,297.6190476,5
16342,179_UBGA_ZHH,0.26,297.6190476,5
3439,196_UBGA_ZHC,0.06,297.6190476,5
19007,201_UBGA_ZZZ,0.31,297.6190476,5
6869,240_UBGA_ZGW,0.11,297.6190476,5
2643,257_UBGA_ZHK,0.04,297.6190476,5
515,288_UBGA_ZHK,0.01,297.6190476,5
960,289_UBGA_GZG,0.02,297.6190476,5
29999,289_UBGA_ZZG,0.48,297.6190476,5
54204,96_UBGA_ZKE,0.87,297.6190476,5
74999,11_UCSP_ZSU,20,14.88095238,6
